,Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,Times Missed,Damages
11463,189758,05/24/19,Trash - Curbside/Alley Missed Pickup,it is 8:38 pm onfriday and no one has collected the trash in my neighborhood on a holiday weekend. this happens far to often. you all need to contract with better people because i?m paying my taxes and not being served. this company you have now is horrible!!!,4845 highlander cove antioch,37013,red river,4504,28.0,1774142.29430341,628566.588531835,1.0,0.0
11464,189761,05/24/19,Trash - Curbside/Alley Missed Pickup,this is two weeks in a row my trash has been missed!!,2448 edencrest dr,37013,red river,4504,32.0,1775731.79508691,632359.691746394,3.0,400.0
11465,189763,05/24/19,Trash - Curbside/Alley Missed Pickup,they're three separate trash cans on the curb. mine and two neighbors . all three are three feet apart . never got picked up thursday. very disappointed.,709 old hickory blvd,37115,,,9.0,1763491.54931805,703409.002820255,1.0,0.0
11466,189778,05/25/19,Trash - Curbside/Alley Missed Pickup,trash was not picked up on our street on friday 5/24/2019.,4200 kevinwood ct,37013,red river,4504,28.0,1773409.98758178,627823.503514708,1.0,0.0
11467,189787,05/25/19,Trash - Curbside/Alley Missed Pickup,entire street missed (again),12546 old hickory blvd,37013,red river,4510,33.0,1789761.79964476,620427.200481526,21.0,4000.0
11468,189805,05/25/19,Trash - Backdoor,"my trash was not picked up on yesterday, friday, may 24.  this is not the first time that it has not been picked up in our area.  it would be nice to have better consistent service in the future.",1726 sprucedale dr,37013,red river,4510,32.0,1787439.8476903,620806.934059344,5.0,800.0
11469,189812,05/25/19,Trash - Curbside/Alley Missed Pickup,i requested that the trash be picked up on maury street instead of in the alley. they have repeatedly missed trash pickup. i respectfully request a trash pick at your earliest convenience.,72 maury st,37210,waste ind,4507,19.0,1744230.63987566,662680.825219969,2.0,200.0
11470,189823,05/25/19,Trash - Curbside/Alley Missed Pickup,they missed our entire street again. yes i said again! please have a supervisor review the last year of pick ups on barton lane. we consistently get missed two times a month maybe more. it is frustrating and a waste of my time to come here and report it week after week. then they come and pick it up  two days before the regular pick up which may or may not get picked up. this is not a good way to spend tax dollars. please have a supervisor work on fixing the  the problem so that we do not have to contact you on a weekly or biweekly basis. please have them pick up the entire street.,111 barton ln,37214,red river,1501,15.0,1763767.33698454,691754.934594888,11.0,2000.0
11471,189832,05/26/19,Trash - Backdoor,trash was not picked up,2707 overhill cir,37214,red river,1505,15.0,1770135.39814608,667892.000079811,2.0,200.0
11472,189859,05/26/19,Trash - Curbside/Alley Missed Pickup,truck did not come thursday like normal. it is sunday and neighbors cans have been emptied. i?m assuming the truck came back friday or saturday and our home was missed.,208 ash grove dr,37211,red river,4404,31.0,1761964.27279422,625493.636527745,2.0,200.0
11473,189890,05/27/19,Trash - Curbside/Alley Missed Pickup,"trash not picked up saturday, back side of loc",1722 sprucedale dr,37013,red river,4510,32.0,1787441.58503993,620771.692377153,5.0,800.0
11474,190011,05/27/19,Trash - Curbside/Alley Missed Pickup,,1708 sprucedale dr,37013,red river,4510,32.0,1787419.65842116,620588.312946754,6.0,1000.0
11475,190027,05/28/19,Trash - Curbside/Alley Missed Pickup,court/miss trash/pickup for last friday. curb,821 dresden ct,37013,red river,3502,33.0,1790780.73937447,635558.967669131,1.0,0.0
11476,190034,05/28/19,Trash - Backdoor,backdoor miss/almost every week {wants cart emptied} today. has overflow and needs to be pickup every week.,2005 lebanon pike,37210,red river,1504,15.0,1760561.79829234,665276.000710577,8.0,1400.0
11477,190043,05/28/19,Trash - Backdoor,miss,742 currey rd,37217,red river,1402,16.0,1758521.35831993,649323.488185745,2.0,200.0
11478,190055,05/28/19,Trash - Curbside/Alley Missed Pickup,curb trash/keeps getting missed {alley},3007 clare ave,37209,,,21.0,1725749.8014488,666548.00183802,1.0,0.0
11479,190089,05/28/19,Trash - Backdoor,backdoor/trash miss again [last week],104 benson rd,37214,red river,1503,15.0,1772843.3998743,669416.001990641,2.0,200.0
11480,190092,05/28/19,Trash - Curbside/Alley Missed Pickup,friday's trash miss pickup {town homes} in the back. is the one missed often.,1722 sprucedale dr,37013,red river,4510,32.0,1787441.58503993,620771.692377153,5.0,800.0
11481,190119,05/28/19,Trash - Curbside/Alley Missed Pickup,missed for the past 2 weeks ...alley pick up,1800 fatherland st,37206,metro,9508,6.0,1750537.00003237,670416.80046586,1.0,0.0
11482,190169,05/28/19,Trash - Backdoor,missed for 2 weeks,609 croley dr,37209,red river,4203,20.0,1710055.40011244,664388.001342226,1.0,0.0
11483,190174,05/28/19,Trash - Curbside/Alley Missed Pickup,trash/curb {thursday},4924 salem dr,37211,red river,2404,26.0,1747805.7993439,633709.600538702,1.0,0.0
11484,190217,05/28/19,Trash - Curbside/Alley Missed Pickup,cust says the street was missed,1625 rice hill ct,37013,red river,4504,32.0,1779317.70847456,631188.140296366,2.0,200.0
11485,190234,05/28/19,Trash - Curbside/Alley Missed Pickup,miss,605 welshcrest pl,37013,red river,4504,32.0,1776990.20214604,632123.548730614,4.0,600.0
11486,190237,05/28/19,Trash - Curbside/Alley Missed Pickup,the trash collector missed the entire block,605 welshcrest pl,37013,red river,4504,32.0,1776990.20214604,632123.548730614,4.0,600.0
11487,190245,05/28/19,Trash - Curbside/Alley Missed Pickup,missed trash,1229 2nd ave s,37210,waste ind,4409,17.0,1742948.0411507,660043.297534216,1.0,0.0
11488,190273,05/28/19,Trash - Curbside/Alley Missed Pickup,1 cart,409 donelson pike,37214,red river,2502,15.0,1772211.39838075,663924.801767972,2.0,200.0
11489,190296,05/28/19,Trash - Curbside/Alley Missed Pickup,caller has 2 carts and only one was emptied. please empty the second,630 vernon ave,37209,,,20.0,1712249.80131823,665659.201072629,5.0,800.0
11490,190314,05/28/19,Trash - Backdoor,miss,5118 amalie dr,37211,red river,3402,27.0,1754490.79283657,626318.558237317,4.0,600.0
11491,190326,05/28/19,Trash - Backdoor,"backdoor/trash missed thursday.
find out what is the problem with backdoor trash keeps getting missed. has to call every time.",3209 louise dr,37211,,,16.0,1747524.46149257,644833.893771609,8.0,1400.0
11492,190353,05/28/19,Trash - Backdoor,backdoor miss,2707 overhill cir,37214,red river,1505,15.0,1770135.39814608,667892.000079811,2.0,200.0
11493,190354,05/28/19,Trash - Curbside/Alley Missed Pickup,trash missed- caller states it happens often,606 delaware ave,37115,,,9.0,1761354.6767789,704865.918793284,7.0,1200.0
11494,190443,05/28/19,Trash - Backdoor,backdoor miss,2905 teakwood dr,37214,red river,2502,14.0,1774319.85024865,664632.736125781,1.0,0.0
11495,190585,05/28/19,Trash - Backdoor,"backdoor miss
trash/missed again.",5316 trousdale dr,37220,red river,2403,26.0,1744005.40836318,628133.551167668,3.0,400.0
11496,190587,05/28/19,Trash - Curbside/Alley Missed Pickup,miss,309 lutie st,37210,waste ind,4406,16.0,1748024.05834376,650277.880825436,1.0,0.0
11497,190590,05/28/19,Trash - Curbside/Alley Missed Pickup,miss,1003 lenore st,37206,waste ind,4508,6.0,1746350.10416352,667795.35357551,1.0,0.0
11498,190611,05/28/19,Trash - Curbside/Alley Missed Pickup,missed trash- whole street missed,5052 mt view rd,37013,red river,4504,32.0,1771140.19964898,627756.00016006,2.0,200.0
11499,190665,05/28/19,Trash Collection Complaint,backdoor/trash/missed pickup [also someone needs to call her back about the damage to her property.,512 brentlawn dr,37220,red river,2403,26.0,1743756.99902578,630936.00099991,1.0,0.0
11500,190716,05/28/19,Trash - Curbside/Alley Missed Pickup,"no one{s} trash/pickup last friday, curb [upset wants carts emptied]",1604 rice hill ct,37013,red river,4504,32.0,1779383.42501062,631453.367099055,4.0,600.0
11501,190725,05/28/19,Trash - Curbside/Alley Missed Pickup,curb side trash pick up not done on friday 5/24/19 for my neighborhood.,1620 rice hill ct,37013,red river,4504,32.0,1779232.77819711,631274.691176717,1.0,0.0
11502,190727,05/28/19,Trash - Curbside/Alley Missed Pickup,1 cart,659 roosevelt ave,37115,red river,3514,9.0,1763814.1999132,705649.168642816,2.0,200.0
11503,190753,05/28/19,Trash Collection Complaint,missed. resident says the trash truck was still picking up in his neighborhood around 9pm but still did not pick up his trash nor some of the neighbors trash.,764 pippin dr,37013,red river,4504,28.0,1775554.52210408,629560.374288262,1.0,0.0
11504,190782,05/28/19,Trash - Backdoor,missed trash backdoor,548 maplewood ln,37216,,,8.0,1749953.39896253,690586.398772242,6.0,1000.0
11505,190781,05/28/19,Trash - Curbside/Alley Missed Pickup,trash has not been picked up.,1029 cheatham pl,37208,waste ind,3208,19.0,1732617.00038964,671066.401034169,1.0,0.0
11506,190783,05/28/19,Trash - Curbside/Alley Missed Pickup,1 cart,115 barton ln,37214,red river,1501,15.0,1763963.51898,691686.358753337,10.0,1800.0
11507,190791,05/28/19,Trash - Curbside/Alley Missed Pickup,1 cart,3317 kings ln,37218,,,1.0,1722477.08391828,687325.985159742,2.0,200.0
11508,190793,05/28/19,Trash - Backdoor,"backdoor miss, cart is full.",6504 thunderbird dr,37209,red river,4205,20.0,1707626.59917679,660392.000227131,4.0,600.0
11509,190795,05/28/19,Trash - Curbside/Alley Missed Pickup,1 cart,525 lemont dr,37216,red river,2204,8.0,1749070.59977053,691965.199411921,5.0,800.0
11510,190802,05/28/19,Trash - Curbside/Alley Missed Pickup,1 cart,3605 brush hill rd,37216,red river,2203,7.0,1758803.99819411,686977.399213556,1.0,0.0
11511,190826,05/28/19,Trash - Backdoor,backdoor trash miss,3906 parks retreat dr,37013,red river,4210,33.0,1793260.32711614,619426.518753036,4.0,600.0
11512,190830,05/28/19,Trash - Curbside/Alley Missed Pickup,missed,503 haynes st,37207,red river,3202,2.0,1735986.45544733,682653.502047222,3.0,400.0
11513,190836,05/28/19,Trash - Curbside/Alley Missed Pickup,no additional details.  lid is open this evening and trash still in container.,1201 littonwood dr,37216,red river,2203,7.0,1756039.39804726,690363.798377063,2.0,200.0
11514,190857,05/28/19,Trash - Curbside/Alley Missed Pickup,2nd pickup in a row missed entire alley.,2002 eastland ave,37206,metro,9503,6.0,1751755.69143719,673871.528126153,2.0,200.0
11515,190869,05/28/19,Trash - Curbside/Alley Missed Pickup,trash was sat out monday night. had two brown sat out collected only one at 8:20 pm tuesday(normal pickup day). trash bin was sat side by side. why wasn't the other bin picked up?,1459 dolan rd,37218,red river,4204,1.0,1719056.2206127,674053.243342674,2.0,200.0
11516,190885,05/29/19,Trash - Curbside/Alley Missed Pickup,missed pickup,1716 sprucedale dr,37013,red river,4510,32.0,1787433.25051071,620698.775140277,1.0,0.0
11517,190908,05/29/19,Trash - Curbside/Alley Missed Pickup,curb trash/miss tuesday. {check for others},605 creative way,37115,red river,3212,8.0,1750200.19956957,695597.599764183,7.0,1200.0
11518,190910,05/29/19,Trash - Curbside/Alley Missed Pickup,missed trash- several missed {last friday} curb {keeps being missed. out on time.,5062 mt view rd,37013,red river,4504,32.0,1771464.19952548,627670.401062367,3.0,400.0
11519,190912,05/29/19,Trash - Backdoor,"back door trash collection has been missed 3 weeks in a row. i would like to speak to a supervisor about this recurring problem. 615-472-4934
called josh mangrum",416 basswood ave,37209,red river,4205,20.0,1707069.00096746,663834.402203069,4.0,600.0
11520,190931,05/29/19,Trash - Curbside/Alley Missed Pickup,missed for the past couple weeks,1419 22nd ave n,37208,metro,9201,21.0,1728915.77091479,670388.306348872,1.0,0.0
11521,190959,05/29/19,Trash - Curbside/Alley Missed Pickup,"trash/missed for this address and his neighbor/tuesday. rt 2201{curb}
missed again has to call in every week, why?",711 arbor trace cir,37207,red river,2201,8.0,1745159.11141492,689231.190865677,4.0,600.0
11522,190964,05/29/19,Trash - Backdoor,backdoor miss pick up,6300 freedom dr,37209,red river,4203,20.0,1709168.20016237,664768.801470673,2.0,200.0
11523,190983,05/29/19,Trash - Backdoor,backdoor miss,200 hart ln,37207,red river,2201,8.0,1745583.02076786,687830.67929186,3.0,400.0
11524,190999,05/29/19,Trash - Curbside/Alley Missed Pickup,miss,4205 burrus st,37216,red river,2204,8.0,1753152.19800456,689187.998533343,1.0,0.0
11525,191017,05/29/19,Trash - Backdoor,missed backdoor trash pickup,208 lincoln park,37115,red river,3212,8.0,1749197.77851269,704365.868806483,2.0,200.0
11526,191029,05/29/19,Trash - Curbside/Alley Missed Pickup,miss,1201 jefferson st,37208,metro,9208,19.0,1732561.00153473,669930.401931358,1.0,0.0
11527,191046,05/29/19,Trash - Curbside/Alley Missed Pickup,2 trash/carts both missed {tuesday} curb,203 mcmillin st,37203,metro,9208,21.0,1734115.83645465,664921.03326944,3.0,400.0
11528,191049,05/29/19,Trash - Curbside/Alley Missed Pickup,missed...thinks others on street were missed,712 oneida ave,37207,metro,9203,5.0,1744988.19024567,680253.598895212,1.0,0.0
11529,191062,05/29/19,Trash Collection Complaint,backdoor miss...caller says she is having to call every week to get trash picked up. says that she spoke with a supervisor last week and he assured her this would not continue to happen yet here she is again calling this week.,1411 scovel st,37208,metro,9208,19.0,1731829.00152062,670073.600699288,3.0,400.0
11530,191162,05/29/19,Trash - Backdoor,cart not being picked up on a regular basis. the cart has been missed the past 3 weeks.,1732 sprucedale dr,37013,red river,4510,32.0,1787425.26424292,620869.086852024,1.0,0.0
11531,191198,05/29/19,Trash - Backdoor,miss,803 reeves rd,37013,red river,4505,28.0,1770485.28017884,630934.226053873,4.0,600.0
11532,191200,05/29/19,Trash - Curbside/Alley Missed Pickup,1 cart,3212 country hill rd,37013,red river,3501,29.0,1788382.48848549,636149.118428357,1.0,0.0
11533,191235,05/29/19,Trash - Curbside/Alley Missed Pickup,1 cart,3217 curtis st,37218,red river,4204,2.0,1723450.60125525,680492.799092294,1.0,0.0
11534,191270,05/29/19,Trash - Curbside/Alley Missed Pickup,curb trash/miss pickup {check others as well} that were missed. tuesday.,209 la vista dr,37215,red river,3301,34.0,1723254.92780062,641692.923935758,1.0,0.0
11535,191279,05/29/19,Trash - Curbside/Alley Missed Pickup,missed...the entire neighborhood was missed.,5032 mt view rd,37013,red river,4504,32.0,1770955.49247188,628205.496834305,3.0,400.0
11536,191325,05/29/19,Trash Collection Complaint,"trash/missed for 3 weeks in a row, curb {others homes as well} last friday.",5062 mt view rd,37013,red river,4504,32.0,1771464.19952548,627670.401062367,3.0,400.0
11537,191352,05/29/19,Trash - Curbside/Alley Missed Pickup,would appreciate pickup of this trash cart,7277 charlotte pike,37209,red river,1301,22.0,1697506.01121478,651369.96139168,6.0,1000.0
11538,191354,05/29/19,Trash - Curbside/Alley Missed Pickup,would appreciate handling this trash pickup!,7277 charlotte pike,37209,red river,1301,22.0,1697506.01121478,651369.96139168,6.0,1000.0
11539,191363,05/29/19,Trash - Curbside/Alley Missed Pickup,it is 2:26 pm and my trash still has not been picked up. it is usually picked up in the morning. the lid is flipped back but all the trash is still in there.,613 brook hollow rd,37205,red river,1301,23.0,1705890.60103557,648239.201947751,1.0,0.0
11540,191380,05/29/19,Trash - Curbside/Alley Missed Pickup,1 cart,736 douglas ave,37207,metro,9203,5.0,1745419.45068505,677948.098335789,6.0,1000.0
11541,191417,05/29/19,Trash - Curbside/Alley Missed Pickup,trash/miss again {wednesday} everyone else was pickup today. curb,716 oneida ave,37207,metro,9203,5.0,1745095.67440822,680208.679107035,1.0,0.0
11542,191418,05/29/19,Trash - Curbside/Alley Missed Pickup,1 cart,2422 eastland ave,37206,red river,1201,6.0,1756060.59252553,673331.657610862,1.0,0.0
11543,191448,05/29/19,Trash - Curbside/Alley Missed Pickup,2 full carts trash/missed curb,2511 jenkins st,37208,metro,9205,21.0,1726808.03733609,673612.601689331,1.0,0.0
11544,191463,05/29/19,Trash - Curbside/Alley Missed Pickup,pick up missed again. trash can is on hwy 100 between west tyne drive and gilman avenue.,504 tyne ct,37205,red river,1302,34.0,1710601.83218967,642905.639491043,9.0,1600.0
11545,191466,05/29/19,Trash - Curbside/Alley Missed Pickup,pick up missed again. trash can is on hwy 100 between west tyne drive and gilman avenue.,504 tyne ct,37205,,,34.0,1710601.83218967,642905.639491043,9.0,1600.0
11546,191470,05/29/19,Trash Collection Complaint,caller claims her trash is being missed every other week. she says she pays her h.o.a. for trash service and so she wants her trash removed on trash day.,1708 sprucedale dr,37013,red river,4510,32.0,1787419.65842116,620588.312946754,6.0,1000.0
11547,191469,05/29/19,Trash - Curbside/Alley Missed Pickup,they missed my trash cart again. this is the second time in 4 weeks....,802 crescent rd,37205,red river,2303,24.0,1721329.20039418,651502.700444166,19.0,3600.0
11548,191478,05/29/19,Trash - Curbside/Alley Missed Pickup,missed  trash,4952 hickory woods e,37013,red river,4210,33.0,1794972.10921543,617400.800741064,1.0,0.0
11549,191506,05/29/19,Trash - Curbside/Alley Missed Pickup,backdoor,116 margaret st,37115,red river,3314,9.0,1761405.79799504,700626.39983088,13.0,2400.0
11550,191508,05/29/19,Trash - Backdoor,backdoor miss,104 emma neuhoff ct,37205,red river,1303,23.0,1706248.50891128,640042.279526223,4.0,600.0
11551,191512,05/29/19,Trash - Curbside/Alley Missed Pickup,missed,3101 albion st,37209,waste ind,3307,21.0,1725341.0018929,667199.201242893,4.0,600.0
11552,191518,05/29/19,Trash - Curbside/Alley Missed Pickup,1 cart,126 lanier dr,37115,red river,3314,9.0,1763168.19870591,702798.59937051,2.0,200.0
11553,191528,05/29/19,Trash - Curbside/Alley Missed Pickup,missed pick up. caller states he is missed all the time and tell the  driver to pickup his garbage/cart. very upset. {wednesday}  curb,4409 granny white pike,37204,red river,3302,25.0,1731780.20138776,643683.202389726,11.0,2000.0
11554,191540,05/29/19,Trash - Curbside/Alley Missed Pickup,trash was not picked up for any residents on 14th ave n yesterday.,1526 14th ave n,37208,waste ind,3207,21.0,1731398.07153385,671374.238414304,3.0,400.0
11555,191547,05/29/19,Trash - Curbside/Alley Missed Pickup,trashed not picked up for 2 weeks s.  lid has been disconnected from container,1914 ashwood ave,37212,metro,9308,18.0,1732295.97458661,654641.125597069,1.0,0.0
11556,191552,05/29/19,Trash - Curbside/Alley Missed Pickup,my trash and three of my neighbors'straah wasnt picked up,5707 maudina ave,37209,red river,2301,20.0,1714419.40076968,660290.400891246,2.0,200.0
11557,191553,05/29/19,Trash - Curbside/Alley Missed Pickup,my trash and three of my neighbors'straah wasnt picked up,5707 maudina ave,37209,,,20.0,1714419.40076968,660290.400891246,2.0,200.0
11558,191596,05/30/19,Trash - Curbside/Alley Missed Pickup,her cart still out,3793 hilltop ave,37216,red river,2205,8.0,1751510.02070104,686346.881788596,6.0,1000.0
11559,191608,05/30/19,Trash - Curbside/Alley Missed Pickup,miss,2102 w linden ave,37212,red river,2305,18.0,1731021.92940203,654162.911206169,2.0,200.0
11560,191667,05/30/19,Trash - Curbside/Alley Missed Pickup,miss,6808 pennywell dr,37205,red river,1301,23.0,1700053.63261828,649431.391845014,1.0,0.0
11561,191672,05/30/19,Trash Collection Complaint,"4 weeks of being missed/trash no pickup. wednesday. {never gets pickup at all on wednesday{s}. what{s} going on? wants to file a complaint, and speak with higher up and also getting tired of this calling every week.",717 brook hollow rd,37205,red river,1305,23.0,1706397.42035391,651537.952020148,3.0,400.0
11562,191678,05/30/19,Trash - Backdoor,missed trash backdoor,550 old hickory blvd,37209,red river,1301,22.0,1696651.73384239,644936.822832954,3.0,400.0
11563,191681,05/30/19,Trash - Curbside/Alley Missed Pickup,1 cart,1501 lewis rd,37115,red river,3212,8.0,1752116.99881936,696544.399908951,10.0,1800.0
11564,191698,05/30/19,Trash - Curbside/Alley Missed Pickup,1 cart,1906 lathan ct,37207,red river,3202,2.0,1731999.40029772,682016.799024366,2.0,200.0
11565,191706,05/30/19,Trash - Backdoor,backdoor miss again. caller says 3 out of 4 weeks she has to call to report they've missed her trash. caller has submitted several complaints and says her complaints must be falling on deaf ears because the problem persists. caller wants this issue resolved.,209 page rd,37205,red river,1302,34.0,1711982.60169369,641803.200126018,12.0,2200.0
11566,191717,05/30/19,Trash Collection Complaint,"missed...entire complex of appx 42 homes...gloster square. resident says it is ridiculous that each individual home owner has to call in order to guarantee service if they are missed. in addition, she is not happy that it takes 1-3 business days for service when being missed is no fault of their own. resident says this has happened before and she was transferred to a supervisor who never returned her call. she wants to speak with a supervisor and expects some resolution.",2138 golf club ln,37215,red river,2305S,25.0,1728956.49177823,650898.75180454,4.0,600.0
11567,191728,05/30/19,Trash - Curbside/Alley Missed Pickup,missed....trash is placed on 54th ave,5400 louisiana ave,37209,metro,9302,20.0,1716602.27175187,666799.056775024,1.0,0.0
11568,191735,05/30/19,Trash - Curbside/Alley Missed Pickup,miss,3700 meadowbrook ave,37205,metro,9307,24.0,1723483.16765645,657997.429828266,3.0,400.0
11569,191748,05/30/19,Trash - Curbside/Alley Missed Pickup,"my query here is to address repeated instances of no pickup for the entire complex of gloucester square  (2100-2182 golf club lane).   i am on the board of directors for our homeowners association. the driver is obviously bypassing our complex as it is evident the next day that individual homes with driveways with garbage cans all along the remainder of golf club lane are picked up.   i am enclosing a photo of the sign for our complex on golf club lane.   it is also terribly inefficient to follow metro rules that every homeowner in gloucester square report non-pick up of our trash when this happens.  it also means that no one in management is addressing the systemic issue here.  i have left voice mail messages for supervisor marcus jackson this morning and one  for a previous incident.    i would like some confirmation from management that this bigger issue is being addressed with the collection team that services our neighborhood.   i can be reached at 703-615-5949.  joy hunter, 2138 golf club ln",2138 golf club ln,37215,red river,2305S,25.0,1728956.49177823,650898.75180454,4.0,600.0
11570,191762,05/30/19,Trash - Curbside/Alley Missed Pickup,missed trash. whole street missed,1902 lathan ct,37207,red river,3202,2.0,1731858.60176339,681834.399079238,3.0,400.0
11571,191781,05/30/19,Trash - Backdoor,missed backdoor trash,70 revere park,37205,red river,2303S,24.0,1719468.38021173,650845.131416891,1.0,0.0
11572,191800,05/30/19,Trash - Curbside/Alley Missed Pickup,"missed general bates dr, {that's where her driveway is located} curb 
trash/needs to get empty. all missed on general bate dr.",901 buford pl,37204,red river,3302,25.0,1736176.20054262,644879.201396378,2.0,200.0
11573,191815,05/30/19,Trash - Curbside/Alley Missed Pickup,1 cart,1308 hildreth dr,37215,red river,3303,34.0,1728323.39998895,637753.600389614,1.0,0.0
11574,191841,05/30/19,Trash - Curbside/Alley Missed Pickup,1 cart,2809 woodlawn dr,37215,red river,2305,18.0,1728256.76926663,653536.078228836,2.0,200.0
11575,191857,05/30/19,Trash - Curbside/Alley Missed Pickup,missed trash,125 38th ave n,37209,waste ind,2308,24.0,1723321.06185465,659508.74789952,1.0,0.0
11576,191865,05/30/19,Trash - Curbside/Alley Missed Pickup,both my neighbors and my trash not picked up on side of house near driveway,3801 nebraska ave,37209,waste ind,2308,24.0,1723324.09924837,659553.887329849,1.0,0.0
11577,191876,05/30/19,Trash - Backdoor,miss,2325 golf club ln,37215,red river,2305,25.0,1725654.14036605,650981.101781393,4.0,600.0
11578,191878,05/30/19,Trash - Curbside/Alley Missed Pickup,no regular pickup yesterday at any of the gloucester square locations - about 40+ homes.,2108 golf club ln,37215,red river,2305S,25.0,1728987.40247264,650739.043775703,1.0,0.0
11579,191900,05/30/19,Trash - Curbside/Alley Missed Pickup,they also missed for trash/pickup {end of the street} they turn around on his driveway. still missing him. curb,4032 stewarts ln,37218,,,1.0,1715187.92074373,682287.459496864,3.0,400.0
11580,191901,05/30/19,Trash - Curbside/Alley Missed Pickup,missed...others missed.,6 sharonwood dr,37215,red river,2305S,25.0,1728996.89801912,652548.303939591,2.0,200.0
11581,191902,05/30/19,Trash - Curbside/Alley Missed Pickup,2 weeks in a row missed for trash/no service. alley unit-a  and b{check alley for others} wednesday.,2813 delaware ave,37209,metro,9303,21.0,1726432.48202965,664278.26822948,15.0,2800.0
11582,191934,05/30/19,Trash - Curbside/Alley Missed Pickup,two bins that were not picked up on natchez trace,2800 acklen ave,37212,metro,9301,18.0,1728911.53637241,657274.605315572,7.0,1200.0
11583,192023,05/30/19,Trash Collection Complaint,my trash was not picked up yesterday. can someone pick it up?,4204 utah ave,37209,waste ind,2306,24.0,1721280.07391041,660343.844735362,1.0,0.0
11584,192052,05/30/19,Trash - Curbside/Alley Missed Pickup,missed..entire street missed.,2154 golf club ln,37215,red river,2305S,25.0,1728688.25132692,650984.000662045,2.0,200.0
11585,192069,05/30/19,Trash - Backdoor,missed backdoor pickup,128 laird rd,37205,red river,1304,23.0,1710959.4036765,647101.532773083,4.0,600.0
11586,192153,05/30/19,Trash - Curbside/Alley Missed Pickup,trash truck/missed wednesday. {truck came today} took everyone.,2110 golf club ln,37215,red river,2305S,25.0,1729047.38009639,650734.380324681,1.0,0.0
11587,192163,05/30/19,Trash Collection Complaint,"missed 2 weeks in a row, everyone in the cul de sac {wednesday} trash",2 sharonwood dr,37215,red river,2305S,25.0,1728912.897758,652415.483758022,1.0,0.0
11588,192165,05/30/19,Trash - Curbside/Alley Missed Pickup,trash can place curb side on wednesday morning. still not picked up.,3620 general bate dr,37204,red river,4305,25.0,1736640.20151391,646477.40080059,1.0,0.0
11589,192181,05/30/19,Trash - Backdoor,miss,536 ronnie rd,37115,red river,3412,8.0,1754505.79915953,704710.999840985,7.0,1200.0
11590,192206,05/30/19,Trash Collection Complaint,missed again...caller has backdoor service and says her trash only gets picked up if she calls us. caller wants to know what's going on. please contact.,213 cliffdale rd,37214,red river,1503,15.0,1771668.15210409,670204.519294299,4.0,600.0
11591,192212,05/30/19,Trash Collection Complaint,"this is my third complaint to file about this matter in the past 6 months. the trash men simply reach in my garbage can and pick up the top bag by hand and throw it in the garbage truck. i have more trash in my trash can besides just the top bag. i expect my trashcan to be dumped over by the truck and completely emptied every week. i plan to leave my trash can out on the road and expect that my trash be emptied correctly tomorrow. with the temperatures we have had, the trash smells and not emptying the trash every week is unsanitary. they do the right thing with my neighbors trash. why not mine? they also leave the top open which is unsanitary and inconsiderate as well. please help.",1716 allison pl,37203,metro,9406,17.0,1741454.09459702,656680.000371808,1.0,0.0
11592,192218,05/30/19,Trash - Backdoor,backdoor miss,4408 lindawood dr,37215,red river,3301,34.0,1722611.40201975,641573.600863354,2.0,200.0
11593,192225,05/30/19,Trash - Curbside/Alley Missed Pickup,entire street was missed,325 jenny murff dr,37013,red river,4405,30.0,1766905.79973385,627550.401254685,2.0,200.0
11594,192252,05/30/19,Trash - Curbside/Alley Missed Pickup,missed...entire street missed,105 shihmen ct,37013,red river,4405,30.0,1766105.79771804,626900.001268093,3.0,400.0
11595,192260,05/30/19,Trash - Curbside/Alley Missed Pickup,missed..missed this entire side of the street.,3613 donna kay dr,37211,red river,1403,26.0,1758783.49628118,640684.418197646,1.0,0.0
11596,192272,05/30/19,Trash - Curbside/Alley Missed Pickup,missed trash. whole street was missed the last 4 weeks,1074 granbery park dr,37027,red river,2401,4.0,1744320.39895393,623560.977531595,5.0,800.0
11597,192280,05/30/19,Trash - Curbside/Alley Missed Pickup,"my trash was out early this morning.  i just returned home and the cart is full.  in addition, when i looked in the cart it was full of trash that did not belong to me.",601 old hickory blvd,37027,red river,3407,4.0,1743572.56689606,621827.981166448,4.0,600.0
11598,192279,05/30/19,Trash - Curbside/Alley Missed Pickup,1 cart,141 colemont dr,37013,red river,3404,30.0,1763157.79835321,629564.800770186,1.0,0.0
11599,192281,05/30/19,Trash - Curbside/Alley Missed Pickup,corner of delaware ave all the way to anderson {no trash/pickup} last thursday. curb,500 dupont ave,37115,red river,3414,9.0,1761090.59963469,704229.599649504,4.0,600.0
11600,192284,05/30/19,Trash - Curbside/Alley Missed Pickup,1 cart missed,601 old hickory blvd,37027,red river,3407,4.0,1743846.2687198,621686.282297176,4.0,600.0
11601,192291,05/30/19,Trash - Curbside/Alley Missed Pickup,today you closed out ticket 00789787. my trash was not picked up .   red river needs to be replaced. this is getting ridiculous.  please have a supervisor call me at 615-957-8995,12546 old hickory blvd,37013,red river,4510,33.0,1789761.79964476,620427.200481526,21.0,4000.0
